overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
3,,True,"06 4, 2015",A2XQ3RLK2P4R0C,B00K0PO196,,B,The gift card served the appropriate purpose.,Three Stars,1433376000,
3,,True,"12 2, 2016",A1MQY1IHHSKZSC,B00ADR2XIC,,DancingBee,The box was slightly dirty. Kind of tacky.,Weak Box,1480636800,
3,,True,"11 18, 2017",A1FCV38QTRMCD1,B014S24DAI,{'Gift Amount:': ' 0'},Strawberries,Did not particularly like this gift card. The Glitter was too much. It looked a bit tacky and glitter was falling off.,Did not particularly like this gift card,1510963200,
3,,True,"02 13, 2018",A1QXBZJPCHT480,B004LLIKVU,{'Gift Amount:': ' 50'},Amazon Customer,Fast. Easy,Three Stars,1518480000,
3,,True,"09 4, 2013",A2X9EDF02RAU7B,B00CHSWG6O,,Edward Uribe,Should be note requiring customer to sign in once again.  Was very frustrating not knowing and thinking that the whole process had to be repeated.,Submitting final request not clear,1378252800,
3,2,True,"05 20, 2017",A1UKY7M78LZKXW,B00K4PIV2K,,Amazon Customer,Looked old and not suitable to give.,Three Stars,1495238400,
3,,True,"06 10, 2014",A24WT3Z7ZTAO3D,B00BXLT5EW,,Jane M. Pacheco,"Service & shipping was great, I wish I could say that about the meal I had. Tasted like leftover that were heated over twice.  JP",Carrabba's,1402358400,
3,,True,"06 18, 2013",A17BWFYLUQVY92,B004LLIL2I,,Joyce Kami,"what's not to like.  sent to a grandson, age 13.  this is the only way to give a gift to someone you do not see all the time and can't possibly know their likes and dislikes.",comment,1371513600,
3,,False,"06 17, 2016",A1Z8D38DGLF3Q3,B015OTJZCU,,Yuka Sasaki,"The box is nice, but the gift card is cardboard, not plastic.",Three Stars,1466121600,
3,,True,"06 5, 2014",A2HS6ABK602QTQ,B00CHSWGFU,,Terry Carter,Great idea to save paper but hard to make the writing very legible.  It would be nice to be able to erase only part of the screen.,"Good start, but needs improvement",1401926400,
3,,True,"06 15, 2015",AII5P55MM93QT,B00BWDH2O6,,goodcook,not so many animal cards please. Some of us aren't  on the pet bandwagon.,Three Stars,1434326400,
3,,True,"04 3, 2017",AFZNRT7LIQ857,B00ADR2XIC,{'Gift Amount:': ' 0'},C. Dean,"It's kind of silly to give three stars for a gift card. But my complaint is that it doesn't show the amount on the card. In the future, I will purchase those that do.",Doesn't show amount on card,1491177600,
3,,True,"12 29, 2015",AZDTYAZIJZYD6,B0078EPRPE,,Amazon Customer,I still haven't got my gifts cards IHOP $30.00 one and the $25.00 one,Three Stars,1451347200,
3,,True,"10 2, 2013",A6RPX2BVLSMKD,B00C5UMB7S,,BookAngel,only gift card I could find for a get-well occasion.  Have a section for cards for ill friends who would like to read during recovery,Need more Get-Well appropriate gift cards,1380672000,
3,,True,"12 27, 2013",A214LYMKUT0I0A,B005ESMJ02,{'Gift Amount:': ' 50'},Brian,"it said free one day delivery, I got it three days later. I bought it on the 23rd so I could get it on the 24th and instead I got it on the 26th, which isn't really great when you're giving it as a christmas gift.",late,1388102400,
3,,True,"12 19, 2013",A1WB22LJKTVH1K,B004Q7CK9M,{'Gift Amount:': ' 25'},Nick Hoang,"I was excited to find out that I could have this git card shipped to me next day. However, I was really disappointed when I received it because it was not handled properly during delivery and the card was bent and creased. I had to take the gift card off of the card and throw the card away because it was not presentable.

The packaging was not sufficient for the contents. My suggestion would be to encase the card inside of a cardboard sleeve and package it in a cardboard envelope, similar to what other carriers use.

Amazon has been so great with all of the packages I have bought over the last few weeks, so I was really surprised how careless this package was treated.","Quick delivery, but careless packaging",1387411200,
3,,True,"06 21, 2018",AD1JZSWLIINWT,B00BXLTJ8O,,Kathy Twohy,A Christmas gift for my 12 yo grandson--he requested it.,Three Stars,1529539200,
3,,True,"01 10, 2013",ALIFZI7CV23SK,B005ESMF5G,{'Gift Amount:': ' 50'},Linda Breshears,"Liked product and would buy again. Would like to see more festive designs to pick from.
The kids loved their cards.",More design choices,1357776000,
3,,False,"12 23, 2016",A1W2N9WCHG2VJB,B00MV9P8MS,,Jy,I bought it as a gift to my roommate. He received it and open the link with no problem. However when he tried to use it about an hours later it didn't go through. He called the number on the card to check the balance and was told the card was invalid. However the next day he tried it again and it did work. He can also check the balance too. It looks there is a delay between the time when you buy the card and the card go into Wholefoods system.,Don't use it right after you receive it,1482451200,
3,,True,"08 28, 2016",A2NN36XOAG43E4,B015WY0DOQ,,MJG,The only problem I had with the card is taco bell won't take the remaining balance off it and let me pay the rest. instead they want me to reload it,it has one drawback,1472342400,
3,6,True,"07 14, 2015",A25PFQJWI6S81T,B00KV30IHG,,kaitlyn,works first try. U can get lots of music for free nowadays so try to use spotify and youtube and the raidio but if you are going to spend money on music this is a good idea,Works,1436832000,
3,,True,"01 8, 2017",A2PGH7AF776QJU,B00BXLSZPM,,Amazon Customer,Convenient,Three Stars,1483833600,
3,,True,"01 13, 2016",A1KMOCBGRWMW5E,B015RUHT5G,,Kawibunga,"Fun for giftcards. Cheaply made though. I bought the set of 12, plus 4 others separately. Two of the 12 didn't work. Since it's sold as a set, I can't return the two and I'm just SOL. But the recipients had fun. Some worked after a few tries but as long as they worked.",Fun for giftcards,1452643200,
3,,True,"12 29, 2017",A173C19C0UQZZQ,B005DHN6E2,,Dogsmom,Did not get Birthday card. Got generic Amazon one.,Three Stars,1514505600,
3,,True,"09 4, 2014",AA8S6Y7853ZKR,B004LLIL82,,michael O&#039;Neill,gift,Three Stars,1409788800,
3,,True,"08 9, 2016",A10HWBB31VRQV3,B016CM11FW,,Autumn,Bought as a gift.,Three Stars,1470700800,
3,2,False,"07 9, 2017",A1VIQW502RMH5X,B00O4I5S7O,,Ryan S.,Cards do not come with PIN number so you can't use the app or check balance online.,Three Stars,1499558400,
3,,True,"06 8, 2015",A2EG4UBRN1GHCR,B00VW9QNPE,,VIFernandez,I was unable to find it in my purchases so that I could resend it to a different address.,I was unable to find it in my purchases so ...,1433721600,
3,,True,"05 6, 2014",A1AJOXB1ABDS5W,B00BXLVAD6,,Barney Markham,I have not used it yet.  I hope there is no problem when I do. I enjoy Outback very much.,gift card,1399334400,
3,,True,"03 12, 2016",A3FKVVNTHRY86Z,B00OH7VV3C,,Morgan Derrico,"Love the ease of purchasing an online gift card, however, it was scheduled to arrive on my sister-in-law's bday and it was a day late. This was inconvenient as we all went to Bkack Angus on her bday; a bit embarrassing too! I'd still buy another.",Late but convenient,1457740800,
3,,True,"12 28, 2013",A3U4GWFXO18FCZ,B00GXSCVUU,,Cynthia Baker,Gift recipient received this in under a minute and was able to redeem it immediately. She didn't mention the humorous text on the card so I guess she didn't find it as amusing as I did.,OK I guess.,1388188800,
3,,False,"01 6, 2017",A7LZF9DATYIH8,B005ESMF5G,{'Gift Amount:': ' 50'},Steven P,"The photo on the website appears to show a golden bow/ribbon, which I thought went well with the enclosed holiday gift card, as shown. I was horrified, however, when the black gift box I received was adorned with an ORANGE bow/ribbon! This might have been perfect for a Halloween gift, but NOT for the Christmas gift that I had ordered! I ended up removing this inappropriately-colored ribbon, and replacing it with a red one that I had.  Please describe the color of your bow/ribbons in words, as I would NEVER have ordered this black gift box if I had known that it would come with an ORANGE bow!",Bow/ribbon was ORANGE!,1483660800,
3,,True,"12 10, 2012",A6O6DLIHMKGHL,B004LLIL6E,,Sharin&#039;,"I went to the registry to purchase the product and for some reason it did not reach the recipient.  I assumed that once it was purchased it would go directly to the person the giftcard was intended.  I did not have her e-mail, so when we discovered the problem, she sent it to me.  It should have been sent to her when I purchased it from the registry.",Not Clear,1355097600,
3,,True,"02 7, 2018",A3GXZG6T5OKAJU,B0091JKVU0,{'Gift Amount:': ' 150'},Peg Shaw,The recients did not receive info that it was my gift to them. ... they checked with me because I had sent gift certificates in 2016.,The recients did not receive info that it was my ...,1517961600,
3,,False,"12 4, 2017",ACDOMM63SYEUT,B005DHN6E2,{'Gift Amount:': ' 35'},johnrj,"The idea was nice but the gift card did not arrive until 6 days later and missed the birthday. There is no link to contact ACI Gift Cards, Inc,  who sent it late.",disappointed,1512345600,
3,,True,"03 7, 2018",A10DGV50X63P9J,B004LLIKVU,{'Gift Amount:': ' 50'},Gail Young,It was quick and convenient way to send gift long distance.  However since it said Delivery from North Pole the recipient thought it was spam and deleted. Had to resend.,It was quick and convenient way to send gift long ...,1520380800,
3,,True,"05 30, 2016",A3ANACO7TNP2KK,B00CXZPG0O,,B. P. Payne,No way of knowing if they were activated. Receipt missing. We gave these to friends-I just hope they work.,No way of knowing if they were activated. Receipt missing.,1464566400,
3,,True,"10 2, 2013",AHG6WRU8NETJE,B00B2TFH3I,,Yong Xu,"It's ok, I can use it anyway. I just didn't get my $10 coupon so far. maybe I will receive it late :)",It's OK,1380672000,
3,,True,"05 8, 2018",A2NUUG5Z7Y64HB,B005ESMFP6,{'Gift Amount:': ' 10'},Amazon Customer,One of the cards did not have a code under the silver scratch off. I also would prefer the plain black design in $10 increments instead of the snowman.,One of the cards did not have a code under ...,1525737600,
3,,True,"05 24, 2016",A2VJR69VF5PDK6,B004Q7CK9M,,maclynes,"Bought this for graduation gift,,, 25.00 activation fee- will NOT buy again",expensive GIFT !,1464048000,
3,,True,"06 8, 2018",A2PZGGEB2X51CX,B006PJHPV2,,lab mom,"SADLY GOT TO GIVE AS A  GIFT, NOW ITS CLOSED BY THE TIME I SENT IT, SO A LITTLE SAD THEY HAVE A GIFT CARD THEY CANT USE \.",MAKE SURE YOU CHECK TO SEE IF THEY ARE STILL IN BUSINESS,1528416000,
3,,False,"02 28, 2015",A2L6V4QXSQTDIB,B00B2TFSO6,,zeferino Padilla,This card is cool,im sexy,1425081600,
3,,True,"01 26, 2015",A3RJB9447H31CQ,B00PMOT1L8,,C. Carlson,Its a freaking gift card. It was fine,Three Stars,1422230400,
3,,True,"02 23, 2015",A2J16FJ98WULD,B004LLIL5A,,jorge,Good,Three Stars,1424649600,
3,,True,"09 16, 2015",A3MD8ECTYE8G2Z,B00PG40CO4,,sue sams,Used & with card overcgarged,overcharged,1442361600,
3,,True,"08 5, 2015",A10PF3JSFFNZOG,B00KV30IHG,,Victor Hugo Pizarro Montero,Good,Three Stars,1438732800,
3,,True,"02 10, 2016",A142JLOUKGSRE3,B00B2TFH3I,,Richard Lorge,Would be better if I knew what the gift voucher was spent on and when,Three Stars,1455062400,
3,,True,"12 16, 2017",A1DMBSDW9W9VY8,B014S1KPKG,{'Gift Amount:': ' 35'},Noreen Hallinan,The speed at which it was delivered.,Three Stars,1513382400,
3,,True,"11 12, 2015",A1FFDL5INKSRI3,B0066AZGD4,,Kenneth T. Baldwin,Reading it at the moment.  Likeable characters but longwinded descriptions of trivial events that add little to the story.  Lacks atmosphere.  Not a page turner by any means.  I am struggling with it.,Reading it at the moment. Likeable characters but longwinded ...,1447286400,
3,,True,"03 14, 2018",A3I7C15TRSPSA3,B004LLIKVU,{'Gift Amount:': ' 50'},rylan,just a e gift card,Three Stars,1520985600,
3,,True,"06 6, 2017",A343LSXLRKU0IB,B0091JL3OI,{'Gift Amount:': ' 0'},Joel A Giusti,"The card was a gift and there was no option to attach a message. The recipient did not know wh o has,sent it",The card was a gift and there was no option ...,1496707200,
3,,True,"12 30, 2012",A1SZH8TFTC7JB5,B0091JKPDI,{'Gift Amount:': ' 100'},Sandra,We were apart for the holidays but I'm sure the kids will like them.  I haven't had time to give them out.  Thanks,Christmas gifts,1356825600,
3,,True,"02 2, 2015",AAPRJFHUCTIWX,B004Q7CK9M,{'Gift Amount:': ' 75'},Howard Fan,There's no way of checking the balance of an Amazin gift card without using the card.,Mystery gift card balance,1422835200,
3,,False,"03 21, 2015",A1Z1IKGG9XUM47,B00ISCEAMG,,Sabrina Gray,Ordered 2 packs of 3 and only got one pack of them,Three Stars,1426896000,
3,,True,"04 12, 2013",A3GGZPHFE859R0,B004KNWWV8,,James628,"A bit confusing, loading the card on our Kindle.  My wife had a problem getting it to work.  Once we were able to set it up, it works fine.",It's a gift card what else can you say,1365724800,
3,,True,"04 5, 2018",A157ECQGAV9JQZ,B01B25LFGY,{'Gift Amount:': ' 25'},Amazon Customer,Little confused why it didn't come with a tassel on the graduation cap box like in the picture. Looks a lil dumb without it. Other than that gift card is fine.,... come with a tassel on the graduation cap box like in the picture,1522886400,
3,,True,"09 3, 2014",A1E8T2Y92O95N5,B00GXSC70E,,Debbie,GREAT,Three Stars,1409702400,
3,,True,"06 21, 2013",A1XR0RFA6N9AIQ,B00BWDHWNC,,Linda Hull,Had to go back and resend my gift via email since facebook wants to access all your contact information. Shouldn't have to do that to redeem a gift given to someone.,Hassle redeeming though Facebook,1371772800,
3,,True,"09 25, 2017",A1KSXJW80R2FZF,B01CT5PHJ2,,Rebekah Bain,Need help finding e gift card,Three Stars,1506297600,
3,2,True,"12 29, 2015",A2QIL01QIF8TT2,B0091JKJ0M,{'Gift Amount:': ' 100'},Katlyn,A gift card is a gift card -- but the packaging for a $100 card should be much nicer.,Three Stars,1451347200,
3,,True,"02 4, 2018",A2STD2HT3GKQCQ,B00YD567IW,,JRB,Easy to buy and use but would have been better if 1 month denomination was possible,Good,1517702400,
3,,True,"05 21, 2017",A10JD7ZAZDNNA5,B006PJHP62,,steve allison,Tend to use these for when we go out to dinner,They work fine!,1495324800,
3,,True,"12 9, 2016",AF5UUSQRSS4IF,B00H5BNRVQ,,bettej,The person I sent it to apparently saw it according to the message I received from Amazon but never responded to me about it.  Maybe it would be good to include a reply to the sender (if you want to) the way the Jacqui Lawson cards to.  Maybe more people would acknowledge receiving the gift card.,Amazon gift card,1481241600,
3,33,True,"12 26, 2014",A3UNK8G4INXL91,B00JDQKFPC,,Amazon Customer,"I received this with a dented case.  I gave this three stars because although the case is largely a gimmick and the recipient probably only cares about the gift card, it should really arrive unblemished.",Case was very obviously dented,1419552000,
3,2,True,"01 24, 2016",A2YCVHHWW4ZGNY,B014S1KPKG,{'Gift Amount:': ' 50'},donna pierce-gjeldum,Did not arrive in the two days.  Ended up writing a check and will keep the card for a future birthday.,Did not arrive in the two days. Ended up ...,1453593600,
3,,True,"01 16, 2018",A3PCPNP2ZGAVNP,B00MV9GRNW,,Matthew Sinkhorn,3 stars only because my experience at TGIF was god awful..,Three Stars,1516060800,
3,,True,"10 30, 2017",A2K1312D9ZM57R,B01CZ54L66,,Mrs. Braud,A little bent but it's ok.,It's ok,1509321600,
3,,True,"08 5, 2013",A3AHFBQ61RNNSW,B004LLJ6XG,,M. Fung,I don't like having my facebook account mingling with my amazon account.  Quite annoying because I did not receive a confirmed that my order was complete until my friend thanked me for it,don't like connecting to FB,1375660800,
3,,True,"04 12, 2018",A2XPDHA6EQOCLX,B004LLIKVU,{'Gift Amount:': ' 50'},Jenna,"So the wipes don't get that much warmer!

Wonder if i have a faulty one?",Three Stars,1523491200,
3,,True,"12 14, 2014",A2952ZXUY9LRH1,B004Q7CK9M,,Rachel,good but card was bent in mail.,Three Stars,1418515200,
3,,True,"05 20, 2016",A2ARE41T4M8MJ9,B0145WHSDA,,Liz S,"This gift card was exactly what was promised! A gift card. With a cat on it.  That said Happy Birthday.  Shocker, right?",That said Happy Birthday. Shocker,1463702400,
3,,False,"09 2, 2016",A3VSZ4CEVUGYVV,B0091JL3OI,{'Gift Amount:': ' 0'},Kent Roberts,"It was an appreciated Birthday Gift card. However, I took the time to write a Birthday jingle and who (me) had sent the gift, only to find out there was nothing in the package to indicate who sent it.",Who sent the Gift???!,1472774400,
3,,True,"02 6, 2015",A1WKYS83TTD20O,B00MN5VAWC,,liberty,"came on time, was activated, however I had to pay a total of 33 dollars for this. Not worth it at all.",SHIPPING WAY OVERPRICED!!,1423180800,
3,,True,"09 8, 2015",A1MH6QRRFWOYBW,B007V6ETDK,,Reader,Rather difficult to find the card to match the amount I wanted to spend,Three Stars,1441670400,
3,,True,"07 24, 2017",A26YO20URDICCD,B00JDQJZWG,{'Gift Amount:': ' 0'},Sam,Somehow the recipients of these cards never know who sent them when its Amazon,Gift cards,1500854400,
3,,True,"05 18, 2013",A1VCFAAMLSXJYT,B004KNWWV8,,"Amazon Customer  HDC, MD",I'm out of time now!  Do I really have to add fifteen more words to tell you that I don't have time to do this many product ratings!,OK card,1368835200,
3,,True,"10 26, 2016",AWS2PKHKD625V,B0172YMCIY,,Amazon Customer,"Grandparents very happy, to purchase clothes.",Three Stars,1477440000,
3,,True,"07 30, 2014",A2TCJEIDMCCEXG,B00C5UMHOU,,Susan Lewis,I was disappointed that it didn't print in colour as I chose the design because it was attractive to look at.,I was disappointed that it didn't print in colour as I chose ...,1406678400,
3,,True,"08 22, 2012",AB1HBPV88PTCX,B004KNWWU4,,Gail Billings-Beck,"Staying at hotels on vacation, I decided to purchase a $100 gift card for a friend I was about to visit on her birthday.  She has a Kindel & loves getting Amazon's electronic books.  After purchasing it, I tried to print it but it would not allow the hotel's printers to print it.  I tried to forward it or send it to my friend but that also was prohibited.  I finally copied the order number and described the card to  my friend.  It was a ridiculous hassle.  I almost cancelled it since I had nothing really to give her except this story.  I wasn't home to print it until today, more than a month late.  If I had known initially that I would not be able to send it to her or print it on the  hotel printer, I would not have done it.  I do not have a mobile computer connection on my phone or anywhere else, only at home.  I was dependent on hotel guest services computer systems.","Away from home, No Gift Card possible to print",1345593600,
3,,True,"01 3, 2014",ADT9Q7B3LH1P4,B00G4IWEZG,,Mimi,This was OK.  I thought you would be sending me the hard gift cards instead of the paper ones for my grandchildren.,Amazon Gift Card - Print Merry Christmas (Pine),1388707200,
3,,True,"02 8, 2016",A1GM121YLFEV61,B00X6G8J3A,,beviolette,This was great for my brother.,Three Stars,1454889600,
3,,True,"12 19, 2016",ATDP3ZIF70E7N,B004Q7CK9M,,pewter7777,There was a $5 promotional premium to be added to my account with this purchase. I do not recall any data that there was any let alone a quick expiration on the promotional amount until after the purchase. Tricky.,CAUTION on promotional amounts,1482105600,
3,,True,"01 8, 2014",A3EIIHR1V12I6J,B004Q7CK9M,{'Gift Amount:': ' 15'},Allison A Butler,"I realize the weather is horrible, but why in the world is my gift card, that was supposed to be here yesterday, about 4 hours north (closer to Chicago) of where I live (close to St. Louis, MO) when it was shipped from Kentucky? This makes absolutely no sense to me...",Shouldn't Make Promises If You Can't Keep Them,1389139200,
3,,True,"03 21, 2016",A3KKXZ43U6VQGN,B0078EPB78,,Amazon Customer,It's good if u like Kmart works fine!,Three Stars,1458518400,
3,5,True,"06 2, 2016",A2HLQ2IYGLHRO1,B00BXLSGHO,,Debbie,After the 1st one came in without any money on it...  the replacement one was fine.  I was so glad that I checked the card before giving it as a gift.  I would've been so embarrassed.,the replacement one was fine. I was so glad that I checked the ...,1464825600,
3,,True,"01 21, 2018",A1XQXMJ3WAU9ZT,B006PJI03Y,,KimKat,Just fine.,Three Stars,1516492800,
3,,True,"01 4, 2017",A2ZZ4CHHGIILYD,B0078EPBHI,,Boom Boom,The card came to us beat up. I was worried about it working since it was a gift.,Three Stars,1483488000,
3,,True,"01 25, 2013",A36JU1WJZK1B3N,B0091JKJ0M,{'Gift Amount:': ' 250'},Jacqui I Willey,I ordered a number of these as Christmas gifts.  They did not arrive in one day as promised.  It took three days to get them.  None of them had their gift messages I had taken time to write individually.  Boxes looked a little tired - as though they had been on a shelf somewhere too long.,Disappointment,1359072000,
3,,True,"12 31, 2016",A1ER1RM03IHQW,B004Q7CK9M,{'Gift Amount:': ' 50'},CharlieMcD,"Nice card as usual, but the gift option doesn't show in the card itself.  Very easy for the person you're sending to to not know who the card is from.","Nice card, but gift option leaves something to be desired",1483142400,
3,,True,"09 24, 2016",A2R61WI37KCPMX,B0080IR6BA,{'Gift Amount:': ' 50'},jsfbookend,"How can you review a gift card.  It was an appreciated gift for my family member.  But how can you review it.  It is a gift card, what can be said?
I had it mailed directly to the gift receiver, so I didn't even see it.",How can you review a gift card. It was ...,1474675200,
3,,False,"03 11, 2017",A2UR4U0EVXXEGE,B005ESMMWW,{'Gift Amount:': ' 350'},Hawaii Maryland Connection,Card did not go to the recipient but came to me and I had to send it so it arrived a week later.,Card did not go to the recipient but came to ...,1489190400,
3,,True,"11 13, 2016",A1SMCB1FHUJSLI,B00JDQJZWG,{'Gift Amount:': ' 50'},Misti,I sent this to someone as a gift. I'm not sure if they received it and I think it would be rude to ask. I didn't even think about it not having a sender's name in it so they probably don't know who it came from.,Could be from anybody,1478995200,
3,,True,"12 28, 2013",AU65VH5PRO8ED,B0091JKPDI,{'Gift Amount:': ' 50'},DIYFAB,"Not a real problem...got caught up in the much publicized Christmas rush.  But what ticked me off most is the tracking info said it had been delivered, giving a day and time.  This made me think maybe some one had stolen it from my doorstep.  Fortunately, it had not...it arrived the next day.  Lesson learned:  Forget the nice box, have gift cards emailed.",Well...,1388188800,
3,,True,"10 7, 2014",AWZRK18KBQ1MR,B004KNWWR2,,alice baty,"It was difficult to get a clear print---had to try several times.  Otherwise, it was good.",it was good.,1412640000,
3,,True,"08 29, 2017",A12VR3QZUIWWMW,B00FGEHO0O,,Chris Davenport,How do you rate a gift card? It worked so..,Three Stars,1503964800,
3,,True,"11 25, 2013",A18CVEFNZHWUY2,B00AF0K82U,,Rick Henry,I never got the $10 gift card that came with this promotion.  Unfortunate but true.  Hopefully next time it will work out correct.,Close but not quite.,1385337600,
3,,True,"06 6, 2015",A1YTXZ5WMSNYTI,B00C5UMCIG,,Dawn Garrison,The recipient stated they didn't realize there was a card attached.,Three Stars,1433548800,
3,,True,"12 23, 2012",AE2H8UOYCKYWH,B004Q7CK9M,,Judy AM Walsh,Gift card in a haliday card which was supposed to contain a personal note.  The notte appeared on bill but not on product.,Did not have note in card.,1356220800,
3,2,True,"04 11, 2016",A2FXL9J4XHKBWC,B00MV9FCFQ,,TechLifeUnboxing,I purchased 2 gift cards and they took nearly 2-3 hours to be emailed to me. Usually with any e-gift card that I've purchased through Amazon in the past they arrive withing 30 minutes of the purchase being completed.,Email delivery took way longer than normal,1460332800,
3,,True,"08 17, 2014",ATV2KO2T197XC,B00G4IWEZG,,Dillie,The recipient loved this gift.,Three Stars,1408233600,
3,,True,"03 19, 2014",A11548ZOIDAELN,B005ESMF5G,{'Gift Amount:': ' 50'},S P,"First off, let me say that the top of the box is fabulous. The reflective lettering is elegant and the black finish is way more sophisticated and low-key than most gift cards or gift boxes.

The problem, and it's a glaring one, is the giant slot in the bottom for the bar code. You'd think that with Amazon's engineering prowess they'd figure out a way to, say, scan the bar code before putting the card into the box, but lo -- here we have a nasty visual defect that frustrates an otherwise-pleasant box.

If you have a label big enough to cover up the giant hole, go for it, but I don't think this this box provides the ideal customer experience.",Barcode on the bottom,1395187200,
3,,True,"06 1, 2018",A174ZS00DDDTHR,B01B25LFGY,{'Gift Amount:': ' 50'},Kumar,Ordered 2...one was fine the other damaged.  I am sure the recent grad won't care...just frustrating.,Great idea for a grad...,1527811200,
3,,True,"01 11, 2015",A1TBNZOC5ENNM7,B00H5BMH44,,Amazon Customer,Claro,aqui,1420934400,
3,,True,"03 5, 2016",AD32ABMRY47R7,B0145WH6MS,,Amazon Customer,The picture was very simple and in all reality looked cheap but it was the best of the lot so I had to settle for it.,... in all reality looked cheap but it was the best of the lot so I had to settle for ...,1457136000,
3,,True,"01 10, 2017",A2SXOEXF4G1GNA,B00CHQ7I2S,{'Gift Amount:': ' 50'},Amazon Customer,"Sent to early, did not say who it was from and it was supposed to be in a tin not attached to an ornament?  Dissapointed",Not what I expected from Amazon,1484006400,
3,,True,"08 13, 2018",AF0P048UB93QR,B01FYJMJHI,,Amazon Customer,Hard to use. Does not work as showing on phone.,A pain unless you have a printer!,1534118400,
3,,True,"07 12, 2017",A2HQ29Z46BT7QA,B01GF7GNCA,,Amazon Customer,It's smaller than I thought it would be,Cute,1499817600,
3,,True,"06 6, 2018",A37CS3XUIPLTJ0,B0078EPBHI,,DELTRON,Did not purchase,Three Stars,1528243200,
3,,True,"01 7, 2015",A2N9O6KMEEZQ15,B004KNWX1M,,Enid Beck,"It didn't print in color.  Not sure why, when I have color ink.",Three Stars,1420588800,
3,,True,"11 5, 2016",AH16QDD234JN4,B01FYJMJHI,,Klauren12,"This gift card seemed very convenient, but for some reason, no one at my local Safeway can figure it out and it gets declined (even though the clear instructions are printed with the gift card). I would not recommend this unless you have previously used an e-gift card at your Safeway. Not sure why these don't want to go through, but it is very inconvenient and embarrassing when you hold up the line and it doesn't work. I did get one previously that worked right away just since the manager knew how to process it.",Doesn't always work at the store,1478304000,
3,6,True,"07 27, 2016",AF6MFATVHHF8P,B01GKWEPBG,,Amazon Customer,The rooms are pretty high through hotels.com got rooms cheaper through hotel,Three Stars,1469577600,
3,,True,"10 14, 2014",A5E793D1KGZXE,B00CHSWFRY,,Wanda R. Cullen,My friend didn't receive this e-card until about a month after I paid for it!  It was already a belated gift and then to have it take so long to show up in her inbox was VERY disappointing!  She checks her mail often so not sure why this glitch.  Have never had this happen before and I use Amazon a lot!,My friend didn't receive this e-card until about a month ...,1413244800,
3,,False,"03 10, 2016",A3OUIRI1CFTZ0G,B0080IR6BA,{'Gift Amount:': ' 200'},Amazon,"This was a birthday gift & it did not arrive on time as indicated.  Package arrived 4 days beyond promised date.  Sadly, the recipient was disappointed when there was no gift from me on day of birthday.",the recipient was disappointed when there was no gift from me on day ...,1457568000,
3,,True,"01 17, 2015",AHUCI72EX3UMN,B0078EPRPE,,Matthew J. Nelson Jr.,GREAT PANCAKES,Three Stars,1421452800,
3,,True,"12 27, 2016",ADY6H3ICVXWTJ,B0091JKVU0,{'Gift Amount:': ' 0'},Amazon Customer,"Bought 5 different cards, with different amounts, and I had to check them online to figure out which card was for which amount. It should say the amount on the packaging.","Bought 5 different cards, with different amounts, and ...",1482796800,
3,6,False,"12 24, 2015",A1OKCJOSGPRHVW,B00BXLUQ6S,,L.A. Biker,"Nothing wrong with that, just thought it needed to be stated where people could easily see it. Lightning deals on something regional might trick the less attentive into wasting their hard-earned FRNs on something they will never use. Neutral 3-star rating given.",EAST COAST ONLY OPERATION.,1450915200,
3,,False,"04 21, 2018",A3JBCVPQUSTSIJ,B014S1KPKG,{'Gift Amount:': ' 0'},L Plesetz,Giving this 3 stars because it was delivered on time. I had a message that was suppose to be in the invoice at least but just spoke with  my son and he has no idea who the gift card was from. He thought Amazon had sent him the birthday gift card. Had a nice birthday message to be included. Next time will just purchase one myself and include with card. Don't purchase if you want the recipient to know who it's from.,Had a nice birthday message to be included,1524268800,
3,,True,"11 3, 2017",AY55GBEI2Z5NI,B00P3DVHT2,,Bernice,"It's ok, but not great food.",but not great food.,1509667200,
3,,True,"11 30, 2017",A3LBLG5X0GXUH5,B00PG9870U,,Bobby,It's a gift card,Gift card here,1512000000,
3,,True,"11 21, 2014",A2W655ME81KAP6,B00EPLT448,,Linda M,My neice and I had a little troube figuring out what code was needed for her to use the gift card.,My neice and I had a little troube figuring out ...,1416528000,
3,,True,"01 4, 2017",A1ZCNUQ42D5FCD,B00CHQ7I2S,{'Gift Amount:': ' 250'},cobb,it was adequate to give .,Three Stars,1483488000,
3,,True,"05 5, 2018",A2UYHFJD3E6UDA,B004LLIKVU,{'Gift Amount:': ' 50'},Amazon Obssessed,Had trouble texting it. Had to try 3 tines.,Three Stars,1525478400,
3,,True,"03 15, 2012",APU2JKSEYZYK5,B004LLIL32,,Monica Anderson,"I purchased an Amazon.com gift card for my sister's Birthday.  As she lives in Europe and I live in the US, I felt that E-mail delivery would be the safest way to send the gift card.  Well, she never received the E-mail gift card, despite my resending it and also having Amazon.com Customer Service resend it.  Finally, I had Customer Service E-mail me the gift card and I forwarded it to her in an e-mail message.",Problems with E-mail Delivery,1331769600,
