overall,verified,reviewTime,reviewerID,reviewerName,reviewText,summary,sentiment_label,texto_limpio
2,True,"01 22, 2016",A14FFAY1PM8C3N,Padme,The text did not print and the card can look better inside.,... text did not print and the card can look better inside.,1,the text print card look better inside
2,True,"03 2, 2016",A3LOFKTJT9LR9S,Catherine,Oversized at a size medium. Apparently meant for overweight people. Returned product.,Two Stars,1,oversized size medium apparently meant overweight people returned product
2,False,"12 23, 2016",A3BMLEA7V6J301,Linda G.,"I ordered a gift card for $225, on a Nativity card, in the plaid box.  Card arrived on a plain $50 ""a"" amazon card.  Turns out that $225 was loaded on the $50 card,after contacting customer service.  Very confusing and not what I ordered as a gift.  Rather disappointing that $50 was on a $225 card!  Why offer c,hoice selections fo gift cards if thy're not going to be sent out that way??",Disappointed and messed,1,i ordered gift card two hundred and twenty-five nativity card plaid box card arrived plain fifty amazon card turns two hundred and twenty-five loaded fifty card contacting customer service very confusing i ordered gift rather disappointing fifty two hundred and twenty-five card why offer c hoice selection fo gift card thy going sent way
2,True,"01 31, 2017",A2XEEDU3PJPZ10,Donald penegar,A little disappointed. I purchased this gift card for my girlfriend and when she went to use it. It only had $70 on it.,Less than what I paid,1,a little disappointed i purchased gift card girlfriend went use it seventy
2,True,"10 8, 2015",A3UB4YENIYXI56,Marc,"I live in South America. Children Place does not allow the use of this card on its web site when your country of residence is not US (or Canada, I guess).
Why?",I live in South America. Children Place does not ...,1,i live south america children place allow use card web site country residence us canada i guess why
2,False,"01 27, 2012",AYGLJLMSPFXJ0,Wes,"I have not been able to access the account the gift cards were credited to, therefore I do not know what product was purchased using the gift cards and I do not know what my account balance is. Amazon needs to add a button or link so a customer can check the account balance of gift cards that have been redeemed.",Gift Cards,1,i able access account gift card credited therefore i know product purchased using gift card i know account balance amazon need add button link customer check account balance gift card redeemed
2,False,"04 11, 2018",A3VL8Q0VS2WVHO,Loren Shanks,Took forever to get the email... not as described,Two Stars,1,took forever get email described
2,True,"10 7, 2015",A1SYK4Y5GL7NED,Truth Be Told,Package arrived w/ dent in tin that I worked to put in place,Two Stars,1,package arrived w dent tin i worked put place
2,False,"11 9, 2015",A3S3VUPB5ZZXRK,Pat,"Adagio teas are on par with those offered by the Republic of Tea and others.  Actually, for peach iced tea, I far prefer Adagio's peach oolong over the Harney & Sons equivalent.  And the fact the company has good products is reflected in reviews.  But, before buying a gift card, I caution you to look at the positive reviews and the negative.  The positive are invariably customers that have avoided interacting with Adagio's customer service.  The negatives come from those that have.  It is a shame.  I like small businesses, and Adagio is a family owned company with only a handful of employees.  But, customer service is a nightmare.  Whoever handles it seems to think everyone is trying to take them off, even to the point of rather losing a customer than making one of their errors right.  I get my coffee from a small firm in St Louis - The Roasterie.  Adagio should take a lesson in customer service from them.",Good Product - Poor Customer Service,1,adagio tea par offered republic tea others actually peach iced tea i far prefer adagio peach oolong harney sons equivalent and fact company good product reflected review but buying gift card i caution look positive review negative the positive invariably customer avoided interacting adagio customer service the negative come it shame i like small business adagio family owned company handful employee but customer service nightmare whoever handle seems think everyone trying take even point rather losing customer making one error right i get coffee small firm st louis the roasterie adagio take lesson customer service
2,True,"12 31, 2013",A1U3TTE5A2ZRVR,Angelique Velna,The first card sent out wasn't activated. I had to wait for a new one to come in the mail,The gift Card was Not activated,1,the first card sent activated i wait new one come mail
2,True,"03 5, 2018",A3T0KJBHWZR0GT,James Thompson,"I gave the gift card to my spouse, Karin Thompson, who had great difficulty using it. She thought ""please, not again"".

Why do you suppose this happened??  Thanks.  Jim Thompson",who had great difficulty using it,1,i gave gift card spouse karin thompson great difficulty using she thought please why suppose happened thanks jim thompson
2,False,"04 14, 2015",A34ZQG9U434888,Gator287,"I sent a greeting card with a gift card enclosed to a relative. The carrier left the envelope by her front door on a very windy day; it was not secured in any way nor did the carrier ring her doorbell (she was home all morning).  When she went out to her car to run errands she picked up what she thought was a piece of garbage blowing around her lawn; it was the gift card.  Anyone (or no one) could have picked it up.  It's not clear from the tracking info which carrier was used to deliver the envelope, but I won't be ordering a gift card by mail ever again.","Gift card is great, delivery of the card by mail was unacceptable",1,i sent greeting card gift card enclosed relative the carrier left envelope front door windy day secured way carrier ring doorbell home morning when went car run errand picked thought piece garbage blowing around lawn gift card anyone one could picked it clear tracking info carrier used deliver envelope i ordering gift card mail ever
2,True,"06 9, 2013",A2OB61DIOZ1T25,et,"It doesn't pick up well at all, and is actually hard to use. Have to push down on it to pick up at all!  Disappointed in this product.",Disappointment,1,it pick well actually hard use have push pick disappointed product
2,True,"07 4, 2012",AZOOEMIMD095U,-altie-,"I bought this gift card and had it delivered on Facebook. When my granddaughter thanked me, I thought it was for the gift card. Turns out she did not even know it was a gift, she thought it was just a birthday card. So...I am thinking partially her inattentiveness and partially a marketing fault.",facebook card,1,i bought gift card delivered facebook when granddaughter thanked i thought gift card turns even know gift thought birthday card so i thinking partially inattentiveness partially marketing fault
2,True,"11 21, 2017",A10KGX3H4PRA1J,Cole Karuzis,"I bought this on friday, had too contact customer service & every thing & nothing worked. Thanks for nothing.",Does. Not. Work.,1,i bought friday contact customer service every thing nothing worked thanks nothing
2,True,"05 31, 2018",A10YGKLMAV6L75,George E Strakis,"I was disappointed in the quality of the paint , it had roller marks on all pieces. I don't have time to send them back. I didn't expect to much but still some quality would have been good. I
put them together and got through the project.",I guess shop more?,1,i disappointed quality paint roller mark piece i time send back i expect much still quality would good i put together got project
2,False,"10 17, 2015",A1EU4PNYSCY32U,ER,"I send these gift cards often to nieces and nephews, and have been doing so for years, but I'm going to have to go elsewhere.  I can't believe how lame and stagnant this product is for a company as big and resourceful as Amazon.  I like the singing, animated versions and I have used up every possibility, even tho' the choices are pretty weak.  It's nice to be able to upload your own photo, but then there's no animation or sound.  I would pay more for more variety or possibilities.  I liked Amazon cards because they are so easy to use, track, schedule reminders, resend if necessary, and Amazon has such a broad product range, and unlike others here, I have rarely had a problem.  But sadly, I'm embarrassed to send any more.",I can't believe how lame and stagnant this product is for a company as ...,1,i send gift card often niece nephew year i going go elsewhere i believe lame stagnant product company big resourceful amazon i like singing animated version i used every possibility even tho choice pretty weak it nice able upload photo animation sound i would pay variety possibility i liked amazon card easy use track schedule reminder resend necessary amazon broad product range unlike others i rarely problem but sadly i embarrassed send
2,False,"07 22, 2018",A77JQQU1TKPR3,D. Webb,"My son bought me a hundred dollar gift card.  I received notice of gift by email and clicked on the link which had a picture of a card  with a card number and pin number which I printed out.  I went to the Whole Foods website and put in the card number and pin number and it confirmed I had a hundred dollar balance.  Went to Whole Foods store and they would not accept these numbers, said I needed a bar code on the gift card (there was none on the link I received).  BTW I am a Prime member and had the Whole Foods app on my phone which works fine.  Called the customer service number on the gift ""card"" (really just the page I printed out) and they said they were just third party and I should call Amazon.  I called Amazon and they transferred me to Whole Foods rep who gave me another number to call....but they are not open Sunday.  I plan to call back on Monday but regardless this gift ""card"" gets zero stars as far as I am concerned.  I have already bought stuff I would not normally have bought because I thought I had a gift card and have wasted over an hour on the phone already.
UPDATE:  Finally found solution, took 4 calls to 4 different places which took a lot of time, listening to the menu trees, waiting for attendant, etc.  Solution was simple and I am posting it because others have had same problem.  The bar code on the e card will not appear on Edge, Internet Explorer, etc.  You need to open the link in Chrome browser.  When I did this the bar code appeared.  This should have been in the instructions and should not have taken 4 phone calls to learn.  I am updating rating from one to two stars but I still found the whole process unsatisfactory due to time wasted.  But if you use Chrome from the start you should have  a good experience.",E Gift Card does not work,1,my son bought hundred dollar gift card i received notice gift email clicked link picture card card number pin number i printed i went whole foods website put card number pin number confirmed i hundred dollar balance went whole foods store would accept number said i needed bar code gift card none link i received btw i prime member whole foods app phone work fine called customer service number gift card really page i printed said third party i call amazon i called amazon transferred whole foods rep gave another number call open sunday i plan call back monday regardless gift card get zero star far i concerned i already bought stuff i would normally bought i thought i gift card wasted hour phone already update finally found solution took four call four different place took lot time listening menu tree waiting attendant etc solution simple i posting others problem the bar code e card appear edge internet explorer etc you need open link chrome browser when i bar code appeared this instruction taken four phone call learn i updating rating one two star i still found whole process unsatisfactory due time wasted but use chrome start good experience
2,True,"08 28, 2010",AP2WXE6LLNN5Q,P. Day,"I was expecting this gift card to be plastic (like a normal gift card).  Instead, it is just a piece of thick paper.",Wish the card was plastic instead of cardboard,1,i expecting gift card plastic like normal gift card instead piece thick paper
2,True,"05 23, 2016",A2LGBL87VKGF0W,Cleo Kale,I may have to re-think using amazon gift cards. The last one I sent I actually had to contact the recipient myself to see if it had been delivered! Rather embarassing! What happened to emailing when it is picked up by the recipient? If you cannot do that I won't be buying any more!,I may have to re-think using amazon gift cards. ...,1,i may think using amazon gift card the last one i sent i actually contact recipient see delivered rather embarassing what happened emailing picked recipient if cannot i buying
2,True,"02 13, 2013",APFG7B3L7PGJQ,JQ,"The gift card was for a relative in South Africa and before sending it I checked the price of the two kindle books I had recommended to her on both Amazon.uk (in s) and Amazon.com (in $), and the gift card should have more than covered the price. But I was very disappointed to find out that my relative had to actually pay in some of it herself as the books were more expensive because of her living in South Africa, even though she purchased them using Amazon.com.  Nothing like buying a gift and the recipient has to pay some of it herself!",Gift Card,1,the gift card relative south africa sending i checked price two kindle book i recommended amazon uk amazon com gift card covered price but i disappointed find relative actually pay book expensive living south africa even though purchased using amazon com nothing like buying gift recipient pay
2,True,"09 6, 2016",AGB9LIQXRJWMY,BC Cutlery Co. USA MADE,"Absolutly a nightmare, don't waste ur time or money. Trust me DONT BUY",Horrible on all ends,1,absolutly nightmare waste ur time money trust dont buy
2,True,"12 8, 2017",A3JL4E0INM7TJ,Mary Morrison,"Promotion- Buy $50 gift card and receive $15 back.  (I appreciate that part)
I did receive the promotion that is advertised with this however I had to contact customer service to try and figure out where the elusive $15 was as it does not show up in my account.  Apparently if you buy something that is sold and fulfilled by Amazon then it shows up in the payment screen.",Promotion- Buy $50 gift card and receive $15 back. ...,1,promotion buy fifty gift card receive fifteen back i appreciate part i receive promotion advertised however i contact customer service try figure elusive fifteen show account apparently buy something sold fulfilled amazon show payment screen
2,True,"12 21, 2012",A2Y380T2EZ1M7F,Natalie,"My daughter was forced, during the payment process on Amazon, to use it to pay for an item that was not for herself, instead of using a credit card.  Why buy it as a gift if it can't be used as the recipient chooses.",No choice in when to use a gift card.,1,my daughter forced payment process amazon use pay item instead using credit card why buy gift used recipient chooses
2,True,"05 5, 2014",A1RX0PRR3BDSHP,dan,"I ordered three gift cards for a friend who was moving and selected one-day shipping, with the gift cards set to arrive the day before she was due to leave, so she and her son had gift cards to use for meal stops along the journey.  She was to leave in the morning, as one does when they are moving 15 hours away but instead of having the cards with her, they were still stuck on a fedex truck until 12:30 that afternoon.  The one-day ""guaranteed"" shipping did not happen.  There was no bad weather.  There was no holiday rush.  When contacted about the delay, there was no reason for why they failed to be delivered by the promised time.  Just that they failed to be dispatched with any promptness, and from then on failed to be treated with any of the urgency one might expect with ""guaranteed one-day shipping"".
I got my shipping fees refunded.  Well that was nice of them, wasn't it?","""guaranteed one-day shipping""",1,i ordered three gift card friend moving selected one day shipping gift card set arrive day due leave son gift card use meal stop along journey she leave morning one moving fifteen hour away instead card still stuck fedex truck twelve thirty afternoon the one day guaranteed shipping happen there bad weather there holiday rush when contacted delay reason failed delivered promised time just failed dispatched promptness failed treated urgency one might expect guaranteed one day shipping i got shipping fee refunded well nice
2,True,"06 15, 2017",A3ERNJ4GU06SUH,Greenwood Consumer Products,"The delivery of this product was great - by email.  However, I usually use these codes on my phone and redeem them in the store.  Cracker Barrell would only accept this gift card if I printed it out at home and then brought the printed paper to the restaurant - not the goal I was hoping to accomplish with an e-gift card.  This essentially is no different than a plastic gift card.",The delivery of this product was great - by email,1,the delivery product great email however i usually use code phone redeem store cracker barrell would accept gift card i printed home brought printed paper restaurant goal i hoping accomplish e gift card this essentially different plastic gift card
2,False,"07 16, 2015",A306UDP3Y44QT1,Justine Case,"I purchased these on Prime day because it said that if you bought a gift card package, you would get a $10 bonus. There is no extra card or email. I don't see a way to contact Amazon to get the mistake fixed. :(",What happened to the Prime Day deal?,1,i purchased prime day said bought gift card package would get ten bonus there extra card email i see way contact amazon get mistake fixed
2,True,"06 4, 2014",A7XJIDHCVRSSK,Shelly Malinow,"When I went to print the Amazon gift card to mail it to the receiver, where the balloon picture should have been was simply black.  I tried several times, and the result was always the same.  I ended up cutting the front off of a card I had purchased for someone else and glueing it on the Amazon Gift Card.  I won't use this service again.",low rating,1,when i went print amazon gift card mail receiver balloon picture simply black i tried several time result always i ended cutting front card i purchased someone else glueing amazon gift card i use service
2,True,"11 5, 2012",A12233CII50DX8,mjs,"I purchased a gift card through this website for a person living in France She was not able to redeem it through Amazon.fr, so she will have to purchase something through the American site and have it shipped, I would guess, at a much higher expense. This does not seem right to me.",International gift cards,1,i purchased gift card website person living france she able redeem amazon fr purchase something american site shipped i would guess much higher expense this seem right
2,True,"04 24, 2018",A1YNKA48BKEPS9,Bold One,Safeway 10 miles from silicon Valley can't scan on a phone.  store manager wants me to print receipt.  Who owns a printer?,EMAIL MUST be printed out to use.,1,safeway ten mile silicon valley scan phone store manager want print receipt who owns printer
2,False,"12 10, 2015",A2P4Y8QUD2EMKE,AR,Card was ok but it was not delivered as per specified time. Due to this I have to buy another card.,Card was ok but it was not delivered as per ...,1,card ok delivered per specified time due i buy another card
2,True,"10 16, 2016",A25GVIZWDXMSUQ,Diana Krautheim,Card did not work when I tried twice,Two Stars,1,card work i tried twice
2,True,"12 1, 2014",A19UBNOSOQ5695,Vash the Stampede,The gift box it came in looked cruddy like it had been used before...I'll have to buy a new gift card box because it is not acceptable to give someone.,Dirty Giftcard Box,1,the gift box came looked cruddy like used i buy new gift card box acceptable give someone
2,True,"01 2, 2017",A2JYZDF3RESIE,Hartz,"I would love to give this a 5 star because I thought they (I bought two) would make a great gift. However, once again, UPS returned the item to Amazon without me ever seeing it. What a shame. I bought generic gift cards from a local store instead. May try again next year - hopefully UPS will have my address figured out or Amazon will use a different service.",Never got them due to UPS,1,i would love give five star i thought i bought two would make great gift however ups returned item amazon without ever seeing what shame i bought generic gift card local store instead may try next year hopefully ups address figured amazon use different service
2,True,"08 31, 2015",A3O2B8IOLF5AWT,Ruchir Shah,"I was disappointed as when I received it,Golden ribbon was not there on one of the box and I was not having enough time to send it back.",Not satisfied,1,i disappointed i received golden ribbon one box i enough time send back
2,True,"05 30, 2016",A2LAIJCNZ6S7NV,Sandie Scott,I bought these as part of a promotion which I am now being told I'm not eligible to get the promotion credit..  I got an email that says it qualifies but no instruction how to redeem it with a link to more info and it says not eligible. Bah humbug.,I bought these as part of a promotion which I ...,1,i bought part promotion i told i eligible get promotion credit i got email say qualifies instruction redeem link info say eligible bah humbug
2,True,"05 13, 2015",A3PTL9GHIIOSJK,Rita Atkinson,"I clicked for the Birds card, but it gave me a plane jane ugly card instead.  Rita",Two Stars,1,i clicked birds card gave plane jane ugly card instead rita
2,True,"09 30, 2013",A7WGBIP1DTP9B,RAVI VRIDHAGIRI,"This was supposed to be a 1 day shipping. Ordered this card because one-day shipping option was available. As per the shipment notice, the Order was shipped on thursday. It is Monday night and no sign of the card...  I ordered it to be gifted for an event over the weekend. The event has passed and I had to spend another $150 to gift my friend during the event...

Updated on 01/03/2013
-- Ok.. Day 8 and still have not received it.. Seller does not want to respond to my emails either. I have a tracking number for UPS. But UPS tracking says that the shipping label was created but shipment was never sent out by the person who created it..",Supposed to be 1 day shipping.. Day 4 and counting... Not arrived yet,1,this supposed one day shipping ordered card one day shipping option available as per shipment notice order shipped thursday it monday night sign card i ordered gifted event weekend the event passed i spend another one hundred and fifty gift friend event updated one three two thousand and thirteen ok day eight still received seller want respond email either i tracking number ups but ups tracking say shipping label created shipment never sent person created
2,True,"09 13, 2012",A2BJLEILST1U6M,Juanita M. Clugston,I was very excited to use this feature so my sister could get her Birthday gift early. However it did not happen. I kept on getting an error message telling me user unable to receive gift card through facebook. I had to resend three times. After the third time I received another message from amazon. The third message advised me to send by email. is was quick and easy. sorry I am unable to comment on facebook but it did not work for me. I gave this review 2 stars on account of not being able to download gift card to facebook.,Facebook N Gift Cards,1,i excited use feature sister could get birthday gift early however happen i kept getting error message telling user unable receive gift card facebook i resend three time after third time i received another message amazon the third message advised send email quick easy sorry i unable comment facebook work i gave review two star account able download gift card facebook
2,True,"07 18, 2013",A2NV9SWHJ2HWRA,Alk,I sent this gift card to a friend of mine and it turned out that he can only purchase from the US.. He was kinda stuck with a gift he couldn't use...,Only valid to use in the US,1,i sent gift card friend mine turned purchase us he kinda stuck gift use
2,True,"03 7, 2018",A2CQFSTZO84008,Amazon Customer,Did not work in store. Needed to get a new one from whole foods.,Two Stars,1,did work store needed get new one whole food
2,True,"04 27, 2018",A1DG9Z6DK8X3FT,Reviewing,Satisfies duty and good present too.,Buy Things at Lowe's,1,satisfies duty good present
2,False,"06 26, 2015",A2YOW4B4HT8X2T,Harold L Lucas,The gift card was fine but it was delivered a day late!!  I was told it would be there on the 22nd and it did not get there until the 23rd. If you can not deliver something on time then don't tell people you can! This was a Birthday gift for my daughter and it didn't get there on her Birthday!!!,A Day Late!!!,1,the gift card fine delivered day late i told would 22nd get 23rd if deliver something time tell people this birthday gift daughter get birthday
2,True,"01 31, 2018",A3TN24AFZAC23O,Justin Patterson,I bought a gift card for amazon.com instead of amazon.ca. Amazon should automatically redirect to the Canadian site.,Make sure you purchase the gift card in your own currency,1,i bought gift card amazon com instead amazon ca amazon automatically redirect canadian site
2,True,"07 28, 2013",A1RLLTUBCFQV22,Paula the Gourmet,"I ordered this for my daughter's birthday.  She doesn't have an Amazon.com account, and I thought that it would come in a print out version with a code number that would enable her to order some music for her MP3 player.  How wrong I was!  She needed my Amazon account password, and she is in a group home where I would have to give this password to the staff.
  She was very disappointed, and I will have to order something for her and send it to her.",Confusing ordering directions,1,i ordered daughter birthday she amazon com account i thought would come print version code number would enable order music mp3 player how wrong i she needed amazon account password group home i would give password staff she disappointed i order something send
2,True,"03 17, 2017",A3CV1AO1VRGN67,Dustin S.,Some of them don't work. I ordered 4 and only two worked but we got it figured out,Some of them don't work.,1,some work i ordered four two worked got figured
2,True,"07 5, 2014",AGXNOSOYAYV6Z,Sterling M. Smith,Not bad as a cash alternative in a pinch.  But you're substituting something that can be used everywhere (cash) for something that can be used in only one place.  Take that into consideration before buying.,Not bad as a cash alternative as long as you're buying Amazon products.,1,not bad cash alternative pinch but substituting something used everywhere cash something used one place take consideration buying
2,True,"01 5, 2014",A2Z0BQVRPXEMS3,eunice,"I sent 3 cards for Christmas. In email, apparently, they looked like duplicates.  Therefore receipient deleted 2 and kept the one.  Lucky their email trash bin hadn't been cleared yet so they were able to retrieve the 2 cards.",Email Delivery Confusing to Receipient,1,i sent three card christmas in email apparently looked like duplicate therefore receipient deleted two kept one lucky email trash bin cleared yet able retrieve two card
2,True,"03 29, 2017",A1TIAL7PZIM3LJ,Mariella Schmitz,"This gift is for my great-grandson who is 13 years old.  He has not received it as yet, but I hope he will enjoy picking out his own gift.",but I hope he will enjoy picking out his own gift,1,this gift great grandson thirteen year old he received yet i hope enjoy picking gift
2,True,"05 28, 2016",A13SJUYOGQ38MU,J. Gerbino,Almost didn't get there after telling me it would get there a day earlier and no personalization was offered so my son got a blank certificate. Real classy Amazon for someone who had Amazon Prime it was poor service for sure.,Real classy Amazon for someone who had Amazon Prime it was poor service for sure,1,almost get telling would get day earlier personalization offered son got blank certificate real classy amazon someone amazon prime poor service sure
2,True,"03 14, 2014",A3BZ8WHB7SX6R1,aase fagerhaug,"I gave giftcard to a friend, but she could not find a way to use it. We live in Norway.",Difficult to use,1,i gave giftcard friend could find way use we live norway
2,False,"04 22, 2016",ATQY9SGAO2JKI,tonihepzibah,"I ordered 3 of these cards and decided to pay extra for the gift wrap-as these were gifts for administrative professionals at my building. The wrapper around the card was ok, but the attached note card with the message was horrible.  The text was faded-as if the ink cartridge that was used to print it needed to be replaced.  The design on the front of the notecard was snowflakes & I am presenting these to our personnel during the last week of April (which is springtime, getting ready for summer time where I live).  The giftwrap was not worth the price and I had to buy additional notecards to replace the faded snowflake ones- which added to my expense and trouble.",Gift wrap is not worth the cost.,1,i ordered three card decided pay extra gift wrap gift administrative professional building the wrapper around card ok attached note card message horrible the text faded ink cartridge used print needed replaced the design front notecard snowflake i presenting personnel last week april springtime getting ready summer time i live the giftwrap worth price i buy additional notecards replace faded snowflake one added expense trouble
2,True,"02 18, 2018",A1BB6PESKT2J9W,Juliusster,"Gift box was dirty, showed signs of wear and tear, came unwrapped. Disappointing.",Two Stars,1,gift box dirty showed sign wear tear came unwrapped disappointing
2,True,"04 23, 2018",A31U4O3YZ5699N,mary barham,"Never do this again, I used a bank credit card & my daughter didn't get it until AFTER HER BIRTHDAY! So disappointing :(","Never do this again, I used a bank credit ...",1,never i used bank credit card daughter get after her birthday so disappointing
2,True,"11 15, 2016",A2A6PZ4PJD0ZER,alan r. arntson,Like the idea of a real card. Last time I ordered a card it came a day later. So I ordered another. This time it took a week and birthday was passed. I'll print at home from now on.,Like the idea of a real card,1,like idea real card last time i ordered card came day later so i ordered another this time took week birthday passed i print home
2,True,"10 31, 2015",AC4JJP7RNXD0K,Arpi Shah,did not offer free 1 day shipping as promised. very bad. no point in buying.,very bad. no point in buying,1,offer free one day shipping promised bad point buying
2,True,"03 18, 2013",A2SH3RAQRGKEPJ,Wolfwattitude,The gift card was easy to print but it didn't have the necessary information on the card to actually use it.  I had to go my receipt to find the usable information.  It was very frustrating for both my Mom and me.,Print Gift Card,1,the gift card easy print necessary information card actually use i go receipt find usable information it frustrating mom
2,True,"11 21, 2012",A1Q0412OB5Q9EB,Kindle Customer,"I had to resend it, gift card, 3 times and then she had to get on and try again.  I've done this before and it was fine, what happened this time.?  Finally she got her birthday gift.",What happened,1,i resend gift card three time get try i done fine happened time finally got birthday gift
2,True,"02 24, 2013",A8P60D5C4ZA39,Cole Thompson,"When I purchased this, it was not the same design that was delivered. What was delivered was the normal black and white amazon design. Was disappointed in it.",Not the same design,1,when i purchased design delivered what delivered normal black white amazon design was disappointed
2,True,"05 23, 2018",A2NHDJZR8GJ0XC,Dee M. Langford,I don't know why I was sent a Bass gift card with Santa Clause on it.  That would be very embarassing to give as a gift in MAY!!,"Part 2:  I just looked more closely, and the cardboard backing for the card is bent back and torn... It is shabby.  Don't want.",1,i know i sent bass gift card santa clause that would embarassing give gift may
2,False,"04 13, 2012",A38U43U4WVLHPA,tylashia,"Why can I not get a free app download with out me having a credit card to pay for it, especially if its free",why do i have to use a credit card if something is free of charge,1,why i get free app download credit card pay especially free
2,True,"03 4, 2017",AJN2U4A5RLD21,NATALIE,"Do not purchase this card if you plan to use it with your Android phone via Panera Bread app. This cards do not have a PIN, and for some reason, pinless cards can not be used by the app.
But if you plan to use it in the stores, its just fine.",no pin,1,do purchase card plan use android phone via panera bread app this card pin reason pinless card used app but plan use store fine
2,False,"07 17, 2017",A2MYBMDZQJ1IZU,Elena,"Not happy with my order.
I have ordered an Amazon gift card with $60 value. And I also requested a gift option and a gift message addressed to a recipient of this order.
The order itself has been delivered on time. However, delivered envelope contained 2 (!) gift cards, and $60 value has been indicated on each card. There were also no gift message at all anywhere of the envelope (inside or outside).
That was supposed to be a ""surprise"" birthday gift, so obviously I didn't tell the recipient, what exactly was in the package.
As a result, the recipient assumed that there were 2 cards of $60. And he contacted me later to ask, if there was something wrong with the order, because one of the card showed zero balance on it, when he tried to redeem it on the website.
Honestly, that was a very awkward situation, and I've felt really embarrassed while explaining, that it was actually only one card of $60.","Good concept, poor execution",1,not happy order i ordered amazon gift card sixty value and i also requested gift option gift message addressed recipient order the order delivered time however delivered envelope contained two gift card sixty value indicated card there also gift message anywhere envelope inside outside that supposed surprise birthday gift obviously i tell recipient exactly package as result recipient assumed two card sixty and contacted later ask something wrong order one card showed zero balance tried redeem website honestly awkward situation i felt really embarrassed explaining actually one card sixty
2,True,"04 22, 2018",AQ6JVOWP22U1I,ChefThyme,when purchased i did not know it could not be used for my Aunt to purchase her prime membership.  she also could not activate the card because one of the symbols was unreadable.  even the help line could not get it to work.,Be Careful what are you going to buy,1,purchased know could used aunt purchase prime membership also could activate card one symbol unreadable even help line could get work
2,True,"06 17, 2018",A21OX0AQ5D6EL1,Reads A Ton,"The lovely family photo I tried to upload TWICE before it showed that it had done so, but it actually did not.  The gift card went through with the dumb ""YOUR PHOTO"" message in the center instead of the picture.",Photoi did NOT upload.,1,the lovely family photo i tried upload twice showed done actually the gift card went dumb your photo message center instead picture
2,False,"11 25, 2015",A2QL768HI69Z2,Steven Matrix,"Not Free 1-Day Shipping as Advertised.  Wants to charge me $6.99  shipping for first available day which is technically three days away.  The day would have been okay, but to charge $6.99 and claim its next day is not right.",Not Free Next Day Shipping As Advertised.,1,not free one day shipping advertised wants charge six ninety-nine shipping first available day technically three day away the day would okay charge six ninety-nine claim next day right
2,True,"03 5, 2014",AN6I70OSURAO7,Annaliese Beghtel,"Eventually the gift card got to its recipient through email, 26 days late. I'd suggest following up with the gift card's recipient with his gift card code so it can be used immediately.",Delivered very late through email,1,eventually gift card got recipient email twenty-six day late i suggest following gift card recipient gift card code used immediately
2,True,"05 26, 2018",A1CTBWI3IMWSI6,Andrew,"Got the package on time, but the whole card is bent. Rather disappointing since it's a birthday present.",Two Stars,1,got package time whole card bent rather disappointing since birthday present
2,True,"10 4, 2013",A32NS3YV8QHTY5,Kelli conklin,"The gift card really did not work well.  I wanted to use this for instant purchase for my son on his kindle, but each time he went to make a purchase of a movie, it would not apply the gift card, it wanted credit card information entered.",Gift Card,1,the gift card really work well i wanted use instant purchase son kindle time went make purchase movie would apply gift card wanted credit card information entered
2,True,"06 9, 2014",A3O61HOLFARMEB,Musculr,"This was a birthday gift card for my son. I checked the box for personalized message and wrote one. He received only the envelope with the gift card, nothing written anywhere inside as to whom it was from. When I called him on his birthday and asked, he said, ""great, now I know who sent this!"" I don't think I'll be using Amazon gift cards anymore, at least not the snail-mailed kind.",Missing personalized message,1,this birthday gift card son i checked box personalized message wrote one he received envelope gift card nothing written anywhere inside when i called birthday asked said great i know sent i think i using amazon gift card anymore least snail mailed kind
2,True,"08 10, 2016",A11HD68D6QXXQ6,Fuzzy Dunlop,"So the gift card is a gift card and it's great no issues there. The negative review comes from this USB keychain charger which is total trash. It takes about 4 hours to charge this thing and it charges my Galaxy S5 about 30%. The capacitiy on this thing has to be around 800mah or something, it is tiny and the USB cable it comes with does not support fast charging and is really low quality. These are low end, bordering on junk and I see why they are given away for free. Really bad quality product from Amazon, they should do better.","Really bad quality product from Amazon, they should do better.",1,so gift card gift card great issue the negative review come usb keychain charger total trash it take four hour charge thing charge galaxy s5 thirty the capacitiy thing around 800mah something tiny usb cable come support fast charging really low quality these low end bordering junk i see given away free really bad quality product amazon better
2,False,"07 12, 2014",A1CMI2EP92QFJS,K. Wilson,"Wow! I was going to purchase a gift card for my granddaughter's birthday but after reading the horror stories in the reviews I have decided to just go to a local store, purchase a card and include a gift card from another retailer.  I know from experience if it happened to anyone it would happen to me!",Reviews changed my mind!,1,wow i going purchase gift card granddaughter birthday reading horror story review i decided go local store purchase card include gift card another retailer i know experience happened anyone would happen
2,True,"01 16, 2014",A2VVKHNBVIATPH,Donna Gibson,Unfortuately I gave this gift card to my brother who lives in Canada and he shared that he would have to send items to my address as I live in the United States.  Just disappointing that he cannot use his gift card in Canada!,Two Stars,1,unfortuately i gave gift card brother life canada shared would send item address i live united states just disappointing cannot use gift card canada
2,True,"02 13, 2015",A32W3R6TA3KDR2,John D. Tyler,Very pretty and well put together. I was just shocked how small it is. The description doesn't tell you it can only hold two cards. I would love this same item ten times bigger.,Whoa. That's small,1,very pretty well put together i shocked small the description tell hold two card i would love item ten time bigger
